system_code,time_slot,record_id,timestamp,capacity,latitude,longitude,occupancy,vehicle_type,traffic_condition_nearby,queue_length,is_special_day,occupancy_raw,occupancy_clean,occupancy_anomaly_flag,available_spaces,utilization,date,month,day,day_of_week,day_name,is_weekend,hour,minute,slot_index,hour_sin,hour_cos,dow_sin,dow_cos,traffic_level,vehicle_priority,is_new_session,session_id,minutes_from_previous,session_step,session_size,session_progress,capacity_pressure,parking_stress_index,neighbor_utilization_mean,neighbor_queue_mean,neighbor_stress_mean,mean_neighbor_distance,lag_utilization_prev_day,lag_queue_prev_day,lag_stress_prev_day,spatial_utilization_gap,lag_occupancy_30m,lag_occupancy_60m,lag_utilization_30m,lag_utilization_60m,lag_utilization_120m,lag_queue_30m,rolling_utilization_3,rolling_utilization_6,rolling_queue_3,rolling_queue_6,rolling_stress_3,utilization_delta_30m,utilization_delta_60m,target_time_slot,target_occupancy_1h,target_available_spaces_1h,target_utilization_1h,target_stress_1h,target_time_slot_30m,target_utilization_30m,target_available_spaces_30m,target_time_slot_2h,target_utilization_2h,target_available_spaces_2h,future_demand_regime,current_utilization_band,target_utilization_band_1h,anomaly_flag,anomaly_score,anomaly_reason
BHMNCPNST01,2016-11-26 15:30:00,7493,2016-11-26 15:28:00,485,26.14004753,91.73097233,460.0,bike,low,2.0,0,460.0,460.0,0,25.0,0.9484536082474226,2016-11-26,11,26,5,Saturday,1,15,30,31,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,1,False,58,30.0,15,18,0.8333333333333334,0.004123711340206186,0.6643298969072164,1.456860757794246,6.0,1.0228104541173204,0.004592595703218997,0.6164948453608248,3.0,0.43216494845360826,-0.5084071495468234,442.0,443.0,0.911340206185567,0.9134020618556701,0.9072164948453608,3.0,0.9182130584192439,0.8941580756013746,3.6666666666666665,5.666666666666667,0.7435051546391751,0.03711340206185565,0.035051546391752564,2016-11-26 16:30:00,467.0,18.0,0.9628865979381444,0.6744329896907216,2016-11-26 16:00:00,0.9587628865979382,20.0,,,,Congested,Critical,Critical,1,0.6198907727588905,Unusual demand pattern detected
BHMBCCMKT01,2016-12-16 15:30:00,1255,2016-12-16 15:30:00,577,26.14453614,91.73617216,193.0,car,low,2.0,0,193.0,193.0,0,384.0,0.3344887348353553,2016-12-16,12,16,4,Friday,0,15,30,31,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,2,False,74,30.0,15,18,0.8333333333333334,0.0034662045060658577,0.2344887348353553,1.9977881205394274,5.990549242304826,1.3999987674047616,0.001897330778018105,0.2564991334488735,2.0,0.17989601386481802,-1.663299385704072,187.0,190.0,0.3240901213171577,0.3292894280762565,0.32062391681109187,4.0,0.3229347198151358,0.31629116117850953,4.0,5.333333333333333,0.32674754477180823,0.010398613518197597,0.0051993067590987985,2016-12-16 16:30:00,137.0,440.0,0.23743500866551126,0.16655112651646448,2016-12-16 16:00:00,0.29116117850953205,409.0,,,,Stable,Low,Low,1,0.6197687675666187,Unusual demand pattern detected
BHMBCCMKT01,2016-11-23 11:00:00,870,2016-11-23 11:04:00,577,26.14453614,91.73617216,128.0,car,average,4.0,0,128.0,128.0,0,449.0,0.2218370883882149,2016-11-23,11,23,2,Wednesday,0,11,0,22,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1,2,False,50,30.0,6,18,0.3333333333333333,0.006932409012131715,0.25597920277296365,1.9999396760147117,13.981098484609651,1.8026232281039964,0.001897330778018105,0.32582322357019067,4.0,0.32876949740034667,-1.7781025876264969,100.0,72.0,0.1733102253032929,0.12478336221837089,0.058925476603119586,4.0,0.12651646447140383,0.08954361640670133,2.6666666666666665,2.0,0.12235701906412477,0.04852686308492199,0.097053726169844,2016-11-23 12:00:00,166.0,411.0,0.2876949740034662,0.30207972270363953,2016-11-23 11:30:00,0.2634315424610052,425.0,2016-11-23 13:00:00,0.3240901213171577,390.0,Stable,Low,Low,1,0.6194233387976951,Unusual demand pattern detected
BHMBCCMKT01,2016-10-16 11:00:00,222,2016-10-16 11:01:00,577,26.14453614,91.73617216,56.0,bike,average,5.0,1,56.0,56.0,0,521.0,0.09705372616984402,2016-10-16,10,16,6,Sunday,1,11,0,22,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,1,False,13,30.0,6,18,0.3333333333333333,0.008665511265164644,0.16880415944540728,1.7772754376929352,13.990549242304827,1.44770534784778,0.001897330778018105,0.36568457538994803,4.0,0.3566724436741768,-1.680221711523091,56.0,57.0,0.09705372616984402,0.09878682842287695,0.09532062391681109,3.0,0.09820912767186597,0.0927209705372617,3.0,2.5,0.10259965337954939,0.0,-0.0017331022530329282,2016-10-16 12:00:00,65.0,512.0,0.11265164644714037,0.2802426343154246,2016-10-16 11:30:00,0.09705372616984402,521.0,2016-10-16 13:00:00,0.2270363951473137,446.0,Stable,Low,Low,1,0.6192878670152295,Unusual demand pattern detected
BHMBCCMKT01,2016-10-16 10:30:00,221,2016-10-16 10:34:00,577,26.14453614,91.73617216,56.0,bike,average,3.0,1,56.0,56.0,0,521.0,0.09705372616984402,2016-10-16,10,16,6,Sunday,1,10,30,21,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,1,False,13,30.0,5,18,0.2777777777777778,0.005199306759098787,0.1684575389948007,1.777235221702743,15.962196969219304,1.64724245309549,0.001897330778018105,0.29636048526863085,3.0,0.20797227036395147,-1.6801814955328989,57.0,57.0,0.09878682842287695,0.09878682842287695,0.0831889081455806,4.0,0.09763142692085498,0.09185441941074524,2.6666666666666665,2.4,0.06880415944540727,-0.0017331022530329282,-0.0017331022530329282,2016-10-16 11:30:00,56.0,521.0,0.09705372616984402,0.168630849220104,2016-10-16 11:00:00,0.09705372616984402,521.0,2016-10-16 12:30:00,0.18197573656845753,472.0,Stable,Low,Low,1,0.6192225143390764,Unusual demand pattern detected
BHMBCCMKT01,2016-12-10 14:00:00,1146,2016-12-10 13:56:00,577,26.14453614,91.73617216,455.0,car,average,5.0,0,455.0,455.0,0,122.0,0.7885615251299827,2016-12-10,12,10,5,Saturday,1,14,0,28,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,2,False,66,30.0,12,18,0.6666666666666666,0.008665511265164644,0.6528596187175043,1.9934649015937627,10.0,1.5980072541600874,0.001897330778018105,0.37608318890814557,4.0,0.36395147313691506,-1.20490337646378,408.0,383.0,0.707105719237435,0.6637781629116117,0.5095320623916811,7.0,0.6556903523974581,0.5413056036972848,7.666666666666667,6.5,0.660311958405546,0.08145580589254764,0.12478336221837094,2016-12-10 15:00:00,476.0,101.0,0.8249566724436742,0.678162911611785,2016-12-10 14:30:00,0.8093587521663779,110.0,2016-12-10 16:00:00,0.7850953206239168,124.0,Congested,High,High,1,0.6191951826921273,Unusual demand pattern detected
BHMBCCTHL01,2016-12-11 13:00:00,2474,2016-12-11 13:05:00,387,26.14449459,91.73620513,402.0,truck,high,10.0,1,402.0,387.0,1,0.0,1.0,2016-12-11,12,11,6,Sunday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,3,False,67,30.0,10,18,0.5555555555555556,0.025839793281653745,0.9025839793281653,0.8887216535803851,17.99057263075267,1.0252260834122875,0.0019019720877115978,1.0,5.0,0.8012919896640827,0.11127834641961487,387.0,387.0,1.0,1.0,0.958656330749354,11.0,1.0,0.8643410852713179,8.666666666666666,6.5,0.83557278208441,0.0,0.0,2016-12-11 14:00:00,387.0,0.0,1.0,0.8018087855297157,2016-12-11 13:30:00,1.0,0.0,2016-12-11 15:00:00,1.0,0.0,Critical,Critical,Critical,1,0.619102573596459,High queue and near-full utilization
BHMBCCTHL01,2016-12-10 13:30:00,2457,2016-12-10 13:29:00,387,26.14449459,91.73620513,402.0,bike,high,7.0,0,402.0,387.0,1,0.0,1.0,2016-12-10,12,10,5,Saturday,1,13,30,27,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,2,1,False,66,30.0,11,18,0.6111111111111112,0.01808785529715762,0.9018087855297157,1.4101929784449498,13.990572630752672,1.3895620259887578,0.0019019720877115978,1.0,7.0,0.9018087855297157,-0.41019297844494984,387.0,387.0,1.0,1.0,1.0,5.0,1.0,0.9819121447028424,7.0,5.666666666666667,0.8684754521963823,0.0,0.0,2016-12-10 14:30:00,387.0,0.0,1.0,0.8010335917312661,2016-12-10 14:00:00,1.0,0.0,2016-12-10 15:30:00,1.0,0.0,Critical,Critical,Critical,1,0.6187062799843255,Unusual demand pattern detected
BHMBCCMKT01,2016-12-07 11:00:00,1086,2016-12-07 10:59:00,577,26.14453614,91.73617216,136.0,car,average,4.0,0,136.0,136.0,0,441.0,0.23570190641247835,2016-12-07,12,7,2,Wednesday,0,11,0,22,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1,2,False,63,30.0,6,18,0.3333333333333333,0.006932409012131715,0.265684575389948,1.999979892004904,8.0,1.6020513828389955,0.001897330778018105,0.3362218370883882,4.0,0.3360485268630849,-1.7642779855924255,97.0,68.0,0.1681109185441941,0.11785095320623917,0.03466204506065858,3.0,0.11496244945118428,0.07076834199884459,2.3333333333333335,1.6666666666666667,0.11421143847487003,0.06759098786828424,0.11785095320623917,2016-12-07 12:00:00,177.0,400.0,0.30675909878682844,0.3154246100519931,2016-12-07 11:30:00,0.25996533795493937,427.0,2016-12-07 13:00:00,0.30849220103986136,399.0,Stable,Low,Low,1,0.6185857189391075,Unusual demand pattern detected
BHMBCCMKT01,2016-11-19 14:30:00,805,2016-11-19 14:31:00,577,26.14453614,91.73617216,473.0,car,average,4.0,0,473.0,473.0,0,104.0,0.8197573656845754,2016-11-19,11,19,5,Saturday,1,14,30,29,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,2,False,46,30.0,13,18,0.7222222222222222,0.006932409012131715,0.6745233968804158,1.9953751611278936,8.0,1.5988280712250882,0.001897330778018105,0.3396880415944541,5.0,0.4386481802426343,-1.1756177954433182,492.0,429.0,0.8526863084922011,0.7435008665511266,0.5892547660311959,6.0,0.7631426920854998,0.6421143847487002,6.666666666666667,7.166666666666667,0.7353552859618717,-0.032928942807625705,0.07625649913344879,2016-11-19 15:30:00,489.0,88.0,0.8474870017331022,0.5935875216637782,2016-11-19 15:00:00,0.8353552859618717,95.0,2016-11-19 16:30:00,0.7469670710571924,146.0,Busy,High,High,1,0.6185380855342696,Unusual demand pattern detected
BHMBCCMKT01,2016-12-05 10:00:00,1048,2016-12-05 10:03:00,577,26.14453614,91.73617216,63.0,bike,low,4.0,1,63.0,63.0,0,514.0,0.10918544194107452,2016-12-05,12,5,0,Monday,0,10,0,20,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,1,False,61,30.0,4,18,0.2222222222222222,0.006932409012131715,0.07712305025996533,1.2877586756474633,8.0,0.903496531388787,0.001897330778018105,0.15771230502599654,2.0,0.11074523396880415,-1.1785732337063888,39.0,26.0,0.06759098786828423,0.045060658578856154,0.019064124783362217,2.0,0.04563835932986713,0.038994800693240905,1.6666666666666667,1.5,0.06556903523974582,0.04159445407279029,0.06412478336221836,2016-12-05 11:00:00,113.0,464.0,0.19584055459272098,0.23795493934142115,2016-12-05 10:30:00,0.15077989601386482,490.0,2016-12-05 12:00:00,0.2564991334488735,429.0,Stable,Low,Low,1,0.6183311545190281,Unusual demand pattern detected
BHMBCCTHL01,2016-11-27 12:30:00,2257,2016-11-27 12:32:00,387,26.14449459,91.73620513,403.0,cycle,high,11.0,1,403.0,387.0,1,0.0,1.0,2016-11-27,11,27,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,0,False,55,30.0,9,18,0.5,0.028423772609819122,0.9028423772609818,0.7714262126001583,19.99057263075267,0.943466267140491,0.0019019720877115978,1.0,8.0,0.9020671834625322,0.2285737873998417,387.0,387.0,1.0,1.0,0.6873385012919897,11.0,0.9638242894056847,0.7605512489233419,9.0,6.5,0.8436692506459949,0.0,0.0,2016-11-27 13:30:00,387.0,0.0,1.0,0.9025839793281653,2016-11-27 13:00:00,1.0,0.0,2016-11-27 14:30:00,1.0,0.0,Critical,Critical,Critical,1,0.6178096502235169,High queue and near-full utilization
BHMBCCMKT01,2016-10-16 12:30:00,225,2016-10-16 12:27:00,577,26.14453614,91.73617216,105.0,bike,high,9.0,1,105.0,105.0,0,472.0,0.18197573656845753,2016-10-16,10,16,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,1,False,13,30.0,9,18,0.5,0.01559792027729636,0.3289428076256499,1.7727753554421997,21.981098484609653,1.6466187379083184,0.001897330778018105,0.5147313691507799,8.0,0.5616984402079723,-1.590799618873742,65.0,56.0,0.11265164644714037,0.09705372616984402,0.09705372616984402,8.0,0.10225303292894279,0.1002310803004044,5.666666666666667,4.333333333333333,0.20589254766031195,0.06932409012131716,0.08492201039861351,2016-10-16 13:30:00,146.0,431.0,0.2530329289428076,0.2781629116117851,2016-10-16 13:00:00,0.2270363951473137,446.0,2016-10-16 14:30:00,0.3119584055459272,397.0,Stable,Low,Low,1,0.6177019911912996,Unusual demand pattern detected
BHMBCCMKT01,2016-12-13 10:00:00,1192,2016-12-13 09:55:00,577,26.14453614,91.73617216,91.0,car,low,2.0,0,91.0,91.0,0,486.0,0.15771230502599654,2016-12-13,12,13,1,Tuesday,0,10,0,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,2,False,69,30.0,4,11,0.36363636363636365,0.0034662045060658577,0.11074523396880415,1.6328382118200053,4.0,1.144019477491785,0.001897330778018105,0.12998266897746968,2.0,0.09133448873483536,-1.4751259067940088,59.0,33.0,0.1022530329289428,0.05719237435008666,0.024263431542461005,1.0,0.06470248411322935,0.05459272097053726,1.0,1.0,0.07879838243789716,0.05545927209705373,0.10051993067590988,2016-12-13 11:00:00,175.0,402.0,0.30329289428076256,0.31299826689774696,2016-12-13 10:30:00,0.22876949740034663,445.0,2016-12-13 12:00:00,0.36221837088388215,368.0,Stable,Low,Low,1,0.6176549391915231,Unusual demand pattern detected
BHMBCCMKT01,2016-11-23 14:30:00,877,2016-11-23 14:30:00,577,26.14453614,91.73617216,150.0,car,average,3.0,0,150.0,150.0,0,427.0,0.25996533795493937,2016-11-23,11,23,2,Wednesday,0,14,30,29,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1,2,False,50,30.0,13,18,0.7222222222222222,0.005199306759098787,0.2824956672443674,1.9995978400980778,8.0,1.6017839465042172,0.001897330778018105,0.35528596187175043,4.0,0.3493934142114385,-1.7396325021431385,177.0,181.0,0.30675909878682844,0.31369150779896016,0.30675909878682844,4.0,0.3148469093009821,0.3004043905257077,5.666666666666667,5.333333333333333,0.38804159445407277,-0.046793760831889075,-0.05372616984402079,2016-11-23 15:30:00,119.0,458.0,0.20623916811091855,0.14471403812824957,2016-11-23 15:00:00,0.21837088388214904,451.0,2016-11-23 16:30:00,0.15944540727902945,485.0,Stable,Low,Low,1,0.617318641922057,Unusual demand pattern detected
BHMBCCTHL01,2016-11-27 12:00:00,2256,2016-11-27 12:01:00,387,26.14449459,91.73620513,402.0,bike,high,11.0,1,402.0,387.0,1,0.0,1.0,2016-11-27,11,27,6,Sunday,1,12,0,24,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,1,False,55,30.0,8,18,0.4444444444444444,0.028423772609819122,0.9028423772609818,0.6123713325017937,19.981145261505343,0.8321258452483915,0.0019019720877115978,1.0,8.0,0.9020671834625322,0.38762866749820635,387.0,345.0,1.0,0.8914728682170543,0.5348837209302325,7.0,0.8596037898363479,0.6584840654608096,7.0,5.166666666666667,0.7368647717484927,0.0,0.10852713178294571,2016-11-27 13:00:00,387.0,0.0,1.0,0.9023255813953488,2016-11-27 12:30:00,1.0,0.0,2016-11-27 14:00:00,1.0,0.0,Critical,Critical,Critical,1,0.6172919423056549,High queue and near-full utilization
BHMBCCMKT01,2016-12-05 13:00:00,1054,2016-12-05 13:02:00,577,26.14453614,91.73617216,172.0,car,average,6.0,1,172.0,172.0,0,405.0,0.29809358752166376,2016-12-05,12,5,0,Monday,0,13,0,26,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1,2,False,61,30.0,10,18,0.5555555555555556,0.010398613518197574,0.3097053726169844,1.9992358961863477,20.009450757695173,1.8046307842188598,0.001897330778018105,0.3466204506065858,7.0,0.4438474870017331,-1.701142308664684,161.0,148.0,0.27902946273830154,0.2564991334488735,0.19584055459272098,10.0,0.2512998266897747,0.20161756210283074,8.333333333333334,6.333333333333333,0.3440207972270364,0.019064124783362224,0.04159445407279028,2016-12-05 14:00:00,170.0,407.0,0.29462738301559793,0.307105719237435,2016-12-05 13:30:00,0.30675909878682844,400.0,2016-12-05 15:00:00,0.2582322357019064,428.0,Stable,Low,Low,1,0.6172672265895145,Unusual demand pattern detected
BHMBCCMKT01,2016-11-30 15:00:00,1004,2016-11-30 15:01:00,577,26.14453614,91.73617216,154.0,cycle,average,3.0,0,154.0,154.0,0,423.0,0.2668977469670711,2016-11-30,11,30,2,Wednesday,0,15,0,30,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,1,0,False,58,30.0,14,18,0.7777777777777778,0.005199306759098787,0.28734835355285965,1.9989543842550022,5.990549242304826,1.4008151520056638,0.001897330778018105,0.2634315424610052,4.0,0.2850953206239168,-1.7320566372879311,181.0,196.0,0.31369150779896016,0.3396880415944541,0.3535528596187175,3.0,0.3339110340843443,0.33304448295782785,4.666666666666667,5.833333333333333,0.3678798382437897,-0.046793760831889075,-0.07279029462738301,2016-11-30 16:00:00,114.0,463.0,0.1975736568457539,0.23864818024263432,2016-11-30 15:30:00,0.22876949740034663,445.0,,,,Stable,Low,Low,1,0.6168145570694952,Unusual demand pattern detected
BHMBCCMKT01,2016-11-13 12:30:00,693,2016-11-13 12:27:00,577,26.14453614,91.73617216,154.0,bike,high,10.0,1,154.0,154.0,0,423.0,0.2668977469670711,2016-11-13,11,13,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,1,False,39,30.0,9,18,0.5,0.01733102253032929,0.38856152512998265,1.7452881614046871,21.943295453828956,1.6264245831145037,0.001897330778018105,0.5303292894280762,7.0,0.5724436741767764,-1.478390414437616,128.0,95.0,0.2218370883882149,0.16464471403812825,0.07972270363951472,9.0,0.16868861929520507,0.11496244945118428,6.666666666666667,4.833333333333333,0.2525707683419989,0.04506065857885619,0.10225303292894283,2016-11-13 13:30:00,204.0,373.0,0.3535528596187175,0.44904679376083195,2016-11-13 13:00:00,0.3310225303292894,386.0,2016-11-13 14:30:00,0.4038128249566724,344.0,Busy,Low,Low,1,0.6167394365989489,Unusual demand pattern detected
BHMBCCTHL01,2016-11-20 13:00:00,2132,2016-11-20 13:07:00,387,26.14449459,91.73620513,402.0,car,high,10.0,1,402.0,387.0,1,0.0,1.0,2016-11-20,11,20,6,Sunday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,2,False,47,30.0,10,18,0.5555555555555556,0.025839793281653745,0.9025839793281653,0.851816156644309,18.0,0.999394241380278,0.0019019720877115978,1.0,7.0,0.9018087855297157,0.14818384335569101,387.0,387.0,1.0,1.0,0.8449612403100775,11.0,0.9827734711455642,0.8298880275624461,10.666666666666666,7.833333333333333,0.8906976744186045,0.0,0.0,2016-11-20 14:00:00,387.0,0.0,1.0,0.8015503875968991,2016-11-20 13:30:00,1.0,0.0,2016-11-20 15:00:00,1.0,0.0,Critical,Critical,Critical,1,0.6165101369918763,High queue and near-full utilization
BHMBCCMKT01,2016-12-06 10:00:00,1066,2016-12-06 10:02:00,577,26.14453614,91.73617216,83.0,bike,low,2.0,0,83.0,83.0,0,494.0,0.1438474870017331,2016-12-06,12,6,1,Tuesday,0,10,0,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,False,62,30.0,4,18,0.2222222222222222,0.0034662045060658577,0.10103986135181976,1.5301886378898442,6.0,1.0726811403495629,0.001897330778018105,0.10918544194107452,4.0,0.07712305025996533,-1.3863411508881112,39.0,22.0,0.06759098786828423,0.038128249566724434,0.019064124783362217,1.0,0.0415944540727903,0.03596187175043328,0.6666666666666666,0.75,0.0292316580011554,0.07625649913344888,0.10571923743500868,2016-12-06 11:00:00,194.0,383.0,0.3362218370883882,0.3360485268630849,2016-12-06 10:30:00,0.20797227036395147,457.0,2016-12-06 12:00:00,0.39168110918544197,351.0,Stable,Low,Low,1,0.616073040705653,Unusual demand pattern detected
BHMBCCTHL01,2016-11-20 12:30:00,2131,2016-11-20 12:34:00,387,26.14449459,91.73620513,402.0,car,high,11.0,1,402.0,387.0,1,0.0,1.0,2016-11-20,11,20,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,2,False,47,30.0,9,18,0.5,0.028423772609819122,0.9028423772609818,0.6719818481490808,19.999999999999996,0.8738572178479808,0.0019019720877115978,1.0,8.0,0.9020671834625322,0.3280181518509192,387.0,367.0,1.0,0.9483204134366925,0.6408268733850129,11.0,0.9310938845822566,0.7308354866494401,9.333333333333334,6.5,0.8208440999138672,0.0,0.05167958656330751,2016-11-20 13:30:00,387.0,0.0,1.0,0.9025839793281653,2016-11-20 13:00:00,1.0,0.0,2016-11-20 14:30:00,1.0,0.0,Critical,Critical,Critical,1,0.6159311318114025,High queue and near-full utilization
BHMBCCMKT01,2016-12-07 11:30:00,1087,2016-12-07 11:25:00,577,26.14453614,91.73617216,150.0,cycle,average,4.0,0,150.0,150.0,0,427.0,0.25996533795493937,2016-12-07,12,7,2,Wednesday,0,11,30,23,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1,0,False,63,30.0,7,18,0.3888888888888889,0.006932409012131715,0.28266897746967073,1.9998994600245195,10.0,1.6025114450616171,0.001897330778018105,0.38128249566724437,7.0,0.46811091854419407,-1.73993412206958,136.0,97.0,0.23570190641247835,0.1681109185441941,0.058925476603119586,4.0,0.1738879260543039,0.10687463893703063,3.0,2.1666666666666665,0.15557481224725592,0.024263431542461023,0.09185441941074526,2016-12-07 12:30:00,172.0,405.0,0.29809358752166376,0.4098786828422876,2016-12-07 12:00:00,0.30675909878682844,400.0,2016-12-07 13:30:00,0.317157712305026,394.0,Busy,Low,Low,1,0.6155896772621336,Unusual demand pattern detected
BHMBCCTHL01,2016-12-18 12:30:00,2597,2016-12-18 12:30:00,387,26.14449459,91.73620513,403.0,car,high,11.0,1,403.0,387.0,1,0.0,1.0,2016-12-18,12,18,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,2,False,76,30.0,9,18,0.5,0.028423772609819122,0.9028423772609818,0.6686723898649856,18.0,0.8711936046347517,0.0019019720877115978,0.9896640826873385,8.0,0.8948320413436692,0.33132761013501444,387.0,386.0,1.0,0.9974160206718347,0.6950904392764858,11.0,0.9638242894056849,0.764857881136951,9.0,6.5,0.8436692506459947,0.0,0.0025839793281653423,2016-12-18 13:30:00,387.0,0.0,1.0,0.9025839793281653,2016-12-18 13:00:00,1.0,0.0,2016-12-18 14:30:00,1.0,0.0,Critical,Critical,Critical,1,0.6155145421819052,High queue and near-full utilization
BHMBCCMKT01,2016-11-16 10:00:00,742,2016-11-16 10:00:00,577,26.14453614,91.73617216,99.0,car,low,2.0,0,99.0,99.0,0,478.0,0.17157712305025996,2016-11-16,11,16,2,Wednesday,0,10,0,20,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,2,False,42,30.0,4,18,0.2222222222222222,0.0034662045060658577,0.12045060658578854,1.6540357120432285,6.009450757695174,1.160321178825959,0.001897330778018105,0.19584055459272098,2.0,0.13743500866551128,-1.4824585889929685,64.0,54.0,0.11091854419410745,0.09358752166377816,0.0658578856152513,1.0,0.09127671865973426,0.08492201039861352,1.3333333333333333,1.5,0.06412478336221837,0.060658578856152515,0.0779896013864818,2016-11-16 11:00:00,149.0,428.0,0.2582322357019064,0.28145580589254765,2016-11-16 10:30:00,0.22357019064124783,448.0,2016-11-16 12:00:00,0.30155979202772965,403.0,Stable,Low,Low,1,0.6152291133892228,Unusual demand pattern detected
BHMBCCMKT01,2016-11-21 15:30:00,843,2016-11-21 15:31:00,577,26.14453614,91.73617216,98.0,car,low,2.0,0,98.0,98.0,0,479.0,0.16984402079722705,2016-11-21,11,21,0,Monday,0,15,30,31,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,2,False,48,30.0,15,18,0.8333333333333334,0.0034662045060658577,0.11923743500866552,1.6637597643681592,4.0,1.1656645642754928,0.001897330778018105,0.4783362218370884,4.0,0.33552859618717507,-1.4939157435709323,111.0,119.0,0.1923743500866551,0.20623916811091855,0.25476603119584057,4.0,0.21259387637203928,0.23021374927787405,3.3333333333333335,4.833333333333333,0.28272674754477184,-0.022530329289428053,-0.036395147313691506,2016-11-21 16:30:00,83.0,494.0,0.1438474870017331,0.10103986135181976,2016-11-21 16:00:00,0.1611785095320624,484.0,,,,Stable,Low,Low,1,0.6152291133892228,Unusual demand pattern detected
BHMBCCTHL01,2016-11-19 13:00:00,2114,2016-11-19 13:04:00,387,26.14449459,91.73620513,399.0,bike,high,7.0,0,399.0,387.0,1,0.0,1.0,2016-11-19,11,19,5,Saturday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,2,1,False,46,30.0,10,18,0.5555555555555556,0.01808785529715762,0.9018087855297157,1.3835769045450996,13.990572630752672,1.3709307742588628,0.0019019720877115978,0.9896640826873385,7.0,0.8945736434108527,-0.38357690454509963,387.0,387.0,1.0,1.0,0.8552971576227391,8.0,0.9931093884582257,0.8746770025839794,7.0,5.5,0.8636520241171404,0.0,0.0,2016-11-19 14:00:00,387.0,0.0,1.0,0.8010335917312661,2016-11-19 13:30:00,1.0,0.0,2016-11-19 15:00:00,1.0,0.0,Critical,Critical,Critical,1,0.6149334288282872,Unusual demand pattern detected
BHMBCCMKT01,2016-11-17 15:00:00,770,2016-11-17 14:58:00,577,26.14453614,91.73617216,150.0,car,average,4.0,0,150.0,150.0,0,427.0,0.25996533795493937,2016-11-17,11,17,3,Thursday,0,15,0,30,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1,2,False,43,30.0,14,18,0.7777777777777778,0.006932409012131715,0.28266897746967073,1.9991956801961555,8.009450757695173,1.6015044453723812,0.001897330778018105,0.2755632582322357,2.0,0.29324090121317153,-1.739230342241216,175.0,193.0,0.30329289428076256,0.3344887348353553,0.3708838821490468,4.0,0.33506643558636623,0.35037550548815716,4.666666666666667,5.666666666666667,0.3686886192952051,-0.04332755632582319,-0.07452339688041593,2016-11-17 16:00:00,130.0,447.0,0.22530329289428075,0.1580589254766031,2016-11-17 15:30:00,0.23570190641247835,441.0,,,,Stable,Low,Low,1,0.6147572415011286,Unusual demand pattern detected
